Gene_Symbol,GC10_P,GC10_T,GC01_P,GC01_T,GC02_P,GC02_T,GC03_P,GC03_T,GC04_P,GC04_T,GC05_P,GC05_T,GC07_P1,GC07_P2,GC07_T,GC08_P,GC08_T1,GC08_T2,GC09_P,GC09_T
ENTPD7,563.98816025437,282.146923198991,555.513006222435,348.360889702171,599.584027703732,593.992775415682,423.154353517196,394.544489866226,336.692201468138,244.279295215481,394.909971627264,464.138952847003,295.258551863755,206.210181567736,770.725444332444,1344.29877753701,549.829935264576,390.989832291064,871.859110594841,486.909115621723
COX18,363.944182177787,251.171654426305,387.172210015504,173.137698096756,514.380502008037,552.904521193115,776.343332653418,520.526540338897,783.366004853134,1479.73127866261,558.781500422195,651.546033000609,299.784609658901,238.764213096392,124.621355383567,544.667345993287,325.343579945147,330.812394035669,486.231399360885,400.796869596854
NR2F1,408.097149955385,766.782432977897,181.542010664124,296.016523926721,350.680803065104,374.52284575307,452.870073113554,1058.86247948805,452.097445089863,539.080586021331,534.461838002121,359.806526677467,434.795828015058,709.222160506494,2134.95039399559,254.138786575887,189.106664360563,260.510219603459,732.666637853481,1101.16138151952
NOTCH4,674.366686785656,411.358883559811,581.706120773503,533.155055140013,204.087009539703,329.729693863629,523.123760652579,542.905155173438,373.857094656517,1028.56887663579,334.492193660284,603.120303570154,286.29156285289,421.743456796542,602.892952356727,277.280078073323,226.516367422827,464.538024850388,349.751237458678,727.179973191376
BICRAL,531.307714648123,470.827053876749,538.489200763186,380.414601257605,372.933170434453,367.63277580832,521.180645476921,444.715337816199,610.165328997346,343.742389976575,474.581072297216,504.457420832996,440.767251486382,406.435846002173,381.490922646249,400.974786998741,413.70788978834,460.49702233367,479.330521944152,295.414031925938
ZNF506,529.701748549687,345.11665449157,445.547567171645,228.100889204193,441.301176693256,304.550354730568,525.87918347398,617.130313874742,550.981463824429,543.415281201598,372.736729142264,409.892197271718,615.655948700298,705.180376277804,390.864122638013,366.776277485615,274.913608343423,448.263020883585,444.128438765024,341.593951931996
RACGAP1,222.053324278889,1230.18244472949,555.513945358593,475.785561871892,908.141829200488,672.551338382033,53.6005741771749,211.467154704718,345.408303081227,469.860056507384,427.136088917256,397.047985959738,145.416989902759,80.7005222374012,598.498223047159,419.176713809785,1048.29236790409,1040.95738348974,328.113810254759,458.21890534824
RIC1,435.006997615154,310.800463855502,507.665557359208,602.334013331439,477.254796299907,535.540944484796,527.10661025013,444.128945466007,469.287069909859,251.074088044436,518.853620336908,547.226819772286,325.720164966815,340.422441534365,407.136544837058,380.628693578556,441.009507487236,332.649907913279,455.307913491677,351.834626212792
DDX19B,413.644810196907,224.421281082613,618.338691465892,308.68601773394,327.315202820014,307.83553366315,459.004196706432,484.298934307249,437.013081890446,213.992813848177,447.796461445308,459.487612824466,663.194203338024,695.508482850835,388.474084276771,494.514914019694,385.710135441881,448.060990648103,457.013603834883,337.88114813324
CSNK1G3,553.945926295219,445.223279253458,565.621667461195,431.356199455178,548.205784838507,423.760246398763,310.117532538502,440.502968730879,411.061802985874,361.155321971596,460.182112988614,441.979411509289,488.126829500635,391.008778703391,428.693868124508,648.045982080556,386.95218749992,442.757918715705,562.346966409462,483.630951794419
NUBP1,505.610521517208,590.346476879232,444.500564412198,267.184163885239,440.123840043889,386.324164249584,482.477084670761,512.46779712099,561.856590063312,215.783176040292,451.106146917877,420.35489988806,591.253608005917,665.729166746145,604.187595945705,412.038191310079,294.406352017497,304.687569279007,334.105329884014,408.534666754154
TMEM170A,322.042651839198,339.436488730517,595.422851245729,519.274684939418,561.20731329247,413.110450932837,379.89448646262,432.964778489052,354.578761001467,736.849825838458,493.004458879201,451.563937955878,295.486103242539,244.383453898536,231.779197580785,652.652428183314,681.34660163553,523.331245487866,602.874425247059,288.46350163671
ZG16B,864.130724097678,1146.02362122717,1112.89555950813,227.066215651685,503.249194765422,454.278111698433,228.826812793664,308.159290367836,511.814536486775,430.218051425165,962.058317857599,739.52792334399,180.204644535458,235.211576470502,12.4092106767523,563.180406578474,234.325907720503,129.268756170062,1014.80395478444,240.347438267793
PPWD1,375.029938087584,277.390136803653,517.220103769167,632.945690926832,358.393651923662,305.998796773197,450.900582422974,494.317729745365,443.236475800899,305.584974639361,441.034486565229,591.785046640105,492.407480335026,444.280738486543,249.413894488242,340.301201850282,491.858759312554,613.12215240097,441.042689710513,402.341258309157
ABCG1,299.531900795216,562.591078767091,441.619363245459,586.760328428245,386.273450225974,562.645141160693,473.767943414306,546.954059283125,291.956347260867,215.402135934282,442.544679468756,524.629779195842,553.401760155348,633.98234819579,418.517846909818,249.037375015447,194.418756571073,282.16880189793,381.999327686818,651.857508497827
COX19,265.667295307011,1333.30234310128,463.910571197432,305.064181242636,386.207499088364,503.282937008547,341.708410225556,448.440029540674,626.277526729231,659.99751505095,422.33855908818,506.78185563938,423.030074685697,500.276196964863,210.836114687654,435.525522196603,836.373460327468,642.315884499939,408.026861904592,338.761668356912
TRIM52,295.605175961347,379.894154208998,562.36652574298,593.297055556222,357.250270014935,241.504062210193,729.902251169115,486.916258127399,484.55395276082,690.047213156125,381.172073180295,710.759785935434,446.300289249951,487.018260899864,184.725204130075,384.581930249129,437.377032073265,352.866949070909,466.739504604931,299.396848239043
BMP1,191.337155375447,424.619587592461,339.545525325751,1070.11965700584,790.76605446759,724.231310801461,144.132169326322,514.679561729559,218.981510312687,370.130081797271,272.733340967174,282.667363277752,189.946754209113,147.293236106699,883.440939097241,458.809107954365,606.107539382392,711.354862679676,542.397717983894,1145.17297740376
FBXL15,421.595348322008,227.557187998265,309.244086525733,186.697069228402,444.239012002796,271.227892547533,536.121447985947,392.623376475749,481.118861811719,2064.53177410098,388.890910480296,310.434616956266,469.840370439017,592.988550825007,324.730640455135,696.35524372818,562.521161674891,438.905484993782,563.991376809131,678.614079496926
SCARB1,339.173148592404,1089.90888939759,372.739459698661,561.867491392171,742.260595104376,838.803997018222,584.817773653956,332.396896036876,304.142185844481,147.367082768559,270.602920069277,345.254472554998,251.172190924556,329.600819546723,797.236635929149,437.039110225731,1217.36338926334,1161.72087434484,569.389897027462,445.441739595136
TRIM13,426.211102668631,665.713758170249,383.226387530504,309.011080784303,390.381185540182,347.801026930982,450.299773167494,348.638002635658,461.483897064505,590.087749740359,362.690379882623,507.878727940835,649.033812664288,593.862307675151,537.372658046059,432.122426071947,636.51794706287,537.836191679944,315.358904789926,426.928595292472
SAMD8,447.191533322985,311.101562905467,508.510054379741,562.941499206894,460.309209441669,481.747643729094,284.033931491141,413.817438717001,366.326476997686,324.685222764507,460.777923588955,445.241274692473,426.01728573615,337.889150671608,586.350438423107,374.636415639165,471.404721512405,437.124545828411,485.380365580707,339.157209209076
PIGM,412.981045959991,588.895454347136,429.722200856921,463.75144413648,458.61168245963,437.821790345954,608.941535701564,425.423174306996,515.125951918266,428.068613761642,410.159316247692,469.622894167774,512.540747546816,476.677451424591,444.446057223664,364.961107743896,546.014487135065,383.842917487156,422.909436141183,399.146322713258
GPATCH4,444.067062339572,677.730390812063,286.366182330977,300.432379540034,591.192473175575,450.925860490751,264.773680602302,528.705764620649,417.732708695982,123.77635803227,469.768266653801,437.709476806837,479.867150973041,346.80099954767,501.787588801559,607.314179075405,866.501213494512,416.894174437535,352.723519411106,299.319447765935
MRE11,483.045612839454,707.038535962357,428.332975887832,524.6402785063,367.907450485352,280.175151200662,294.843355226196,329.599867075028,346.474656777066,829.188354307364,312.712883210924,453.275758938262,471.606906742679,220.35222002469,490.056422589865,314.336243221521,567.501661431768,539.274137369884,399.458283880175,573.623766010017
SNAPIN,369.529842979026,848.699174042907,325.983055274257,504.60820071871,518.054834327639,613.937683004127,451.559740739349,476.125863451197,474.547796519183,135.827561259948,429.920961893204,387.660948225221,395.05261185859,499.799236976255,527.577934082641,385.982646797303,366.169124179506,290.170991193727,378.239247626962,682.128738666338
BARX1,518.178666128791,216.272112096889,418.412775184151,277.838314031519,299.586181588023,441.582962601004,439.773621338884,806.898849801341,432.005045355453,542.510332118118,541.641232071292,299.367712361465,408.710470218145,653.913793539429,859.830515158502,473.630401440688,200.295590150988,96.76282535344,727.612559865404,554.683169931125
UBTD2,532.738227732966,336.007230758312,467.090400526802,420.665328349869,450.444211909928,443.884725751782,266.428433259649,458.839455670244,424.900776467303,430.5370886755,411.546592262886,287.896325830872,378.943150228961,358.519436123975,466.171125037004,488.7986602882,437.463958807391,451.480216237325,504.626670590115,544.737943456377
GCC1,457.171470906378,600.877818527823,386.189789858648,367.794979173218,423.74784796342,396.51405238632,457.337307216744,413.080446038361,481.528773151648,568.813503602226,407.226211836057,346.033172809299,597.129843814727,487.334065384279,523.106006759329,285.219068725903,413.921971846583,484.949038941915,463.472751620403,387.000418728874
AHDC1,640.9928276997,437.864035290195,556.373574656658,586.974568439418,325.703190471769,544.893654962439,882.927395530869,418.399061135005,677.356742020648,448.235596753645,673.142793751287,751.548284641301,442.602409408987,176.268851230593,409.162526269542,364.335027808016,325.185894080877,366.792401961307,372.374270914219,386.218011345359
TFPI,364.05942074673,194.869171831139,233.479128928727,1804.58293468564,520.08654405318,575.999927646888,250.563111591938,450.039638983712,385.67627669981,140.943824604396,437.121137431195,271.436281092634,224.525027381459,370.754399312819,674.98707603094,751.51519686339,443.199154270873,511.310314122323,672.679268078844,671.019794697123
POU2F1,436.748554376059,531.718564017048,527.512284220955,737.930283641641,305.983390576769,422.294818105463,443.393572800822,376.821849501354,467.491991347305,537.334838536475,351.719517539204,694.871542348255,423.216268556634,285.11053811947,482.043462401124,302.981354299459,564.321361128269,522.062110458017,357.648233823437,266.829467063189
SMIM19,449.299398605592,210.337627735396,444.949580039427,229.727647317631,303.913494579964,378.566262422468,533.017404069912,511.131468135782,453.935196057466,623.780996692233,441.594966568737,311.197945568609,739.454896447219,944.637777515853,288.561767477245,365.970359320451,320.724573638276,280.060149090434,438.054564230459,592.383619317037
LARS2,473.54398548698,726.144286358825,482.613200875298,330.263709247877,538.985417079668,467.710179962038,306.038072989429,420.518659185727,579.787734417535,406.17512745044,379.825910656897,338.409562045567,472.406151284812,310.518875987568,425.051782454833,630.646685422432,457.153379125639,454.28840942865,388.186888698436,278.684410179738
ALDH5A1,532.277471276387,355.138944137086,316.677089360126,460.581548817132,594.037128489741,496.439584730487,533.318350948526,473.621981793043,753.960897167,1227.49089499411,311.524283598813,358.111539395362,439.98799461196,385.895119148778,430.925207629762,439.035525900368,372.860897514497,339.398112412062,448.574286467842,119.889269121174
TBL3,557.438947075083,340.163102655996,556.310700882775,459.72240390473,347.373391057446,353.977682553492,663.616612856769,342.580875871363,373.726215209078,661.796795207174,364.958050782765,342.989219053612,419.261222209225,562.070739599811,605.092473980556,639.642359553362,609.364827900038,408.350299936337,470.026824948049,394.647669088223
FBXL17,652.699231319962,607.530832349885,447.100987458104,274.628086504797,325.075011284798,309.231227627964,587.052427781973,565.137503115367,743.078870086237,410.937291770858,431.620549440553,368.079161012337,555.738514948133,483.82552270841,336.441390651341,454.367007096155,325.848238248802,262.763707387027,536.149376830002,418.62089401427
